id;aggregation;cosistencyCheck;scoreType;countPairs;evalScore
1;majorityWeighted;True;accuracy score;728;0.7637362637362637
2;majorityWeighted;True;accuracy score;728;0.7554945054945055
3;majorityWeighted;True;accuracy score;728;0.7898351648351648
4;majorityWeighted;True;accuracy score;728;0.7912087912087912
5;majorityWeighted;True;accuracy score;728;0.7925824175824175
6;majorityWeighted;True;accuracy score;728;0.7912087912087912
7;majorityWeighted;True;accuracy score;728;0.7912087912087912
8;majorityWeighted;True;accuracy score;728;0.7939560439560439
9;majorityWeighted;True;accuracy score;728;0.7925824175824175
10;majorityWeighted;True;accuracy score;728;0.7898351648351648
11;majorityWeighted;True;accuracy score;728;0.7925824175824175
12;majorityWeighted;True;accuracy score;728;0.7912087912087912
13;majorityWeighted;True;accuracy score;728;0.7912087912087912
14;majorityWeighted;True;accuracy score;728;0.7912087912087912
15;majorityWeighted;True;accuracy score;728;0.7898351648351648
16;majorityWeighted;True;accuracy score;728;0.7912087912087912
17;majorityWeighted;True;accuracy score;728;0.7898351648351648
18;majorityWeighted;True;accuracy score;728;0.7898351648351648
19;majorityWeighted;True;accuracy score;728;0.7884615384615384
20;majorityWeighted;True;accuracy score;728;0.7898351648351648
21;majorityWeighted;True;accuracy score;728;0.7912087912087912
22;majorityWeighted;True;accuracy score;728;0.7925824175824175
23;majorityWeighted;True;accuracy score;728;0.7953296703296703
24;majorityWeighted;True;accuracy score;728;0.7898351648351648
25;majorityWeighted;True;accuracy score;728;0.4258241758241758
26;majorityWeighted;True;accuracy score;728;0.4258241758241758
